idx,text,main_heading,heading,topic,paper_idx,BIO,BIO_1,BIO_2,offset1,pro1,offset2,pro2,offset3,pro3,mask,bi_labels,labels
350,"The global connection models the asymmetric difference between neuronal activities in the left and right hemispheres and have been shown to reveal certain emotions , , .",Ablation Study,Ablation Study,sentiment_analysis,1,"['O', 'B', 'I', 'B', 'O', 'B', 'I', 'B', 'B', 'I', 'B', 'O', 'B', 'I', 'I', 'I', 'O', 'O', 'O', 'B', 'I', 'I', 'B', 'I', 'O', 'O', 'O']","['O', 'B-n', 'I-n', 'B-p', 'O', 'B-n', 'I-n', 'B-p', 'B-n', 'I-n', 'B-p', 'O', 'B-n', 'I-n', 'I-n', 'I-n', 'O', 'O', 'O', 'B-p', 'I-p', 'I-p', 'B-n', 'I-n', 'O', 'O', 'O']","['O', 'B-b', 'I-b', 'B-p', 'O', 'B-b', 'I-b', 'B-p', 'B-b', 'I-b', 'B-p', 'O', 'B-ob', 'I-ob', 'I-ob', 'I-ob', 'O', 'O', 'O', 'B-p', 'I-p', 'I-p', 'B-ob', 'I-ob', 'O', 'O', 'O']",4,0.10810810810810811,349,0.8813131313131313,4,0.3076923076923077,1,1,ablation-analysis
352,"Our NodeDAT regularizer has a noticeable positive impact on the performance of our model , which demonstrates that domain adaptation is significantly helpful in crosssubject classification .",Ablation Study,Ablation Study,sentiment_analysis,1,"['O', 'B', 'I', 'O', 'O', 'B', 'I', 'I', 'B', 'O', 'B', 'B', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'B-n', 'I-n', 'O', 'O', 'B-n', 'I-n', 'I-n', 'B-p', 'O', 'B-n', 'B-p', 'B-n', 'I-n', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'B-b', 'I-b', 'O', 'O', 'B-b', 'I-b', 'I-b', 'B-p', 'O', 'B-b', 'B-p', 'B-ob', 'I-ob', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",6,0.16216216216216217,351,0.8863636363636364,6,0.46153846153846156,1,1,ablation-analysis
355,"In addition , if NodeDAT is removed , the performance of our model has a greater variance , demonstrating the importance of NodeDAT in improving the robustness of our model against cross - subject variations .",Ablation Study,Ablation Study,sentiment_analysis,1,"['O', 'O', 'O', 'B', 'B', 'B', 'B', 'O', 'O', 'B', 'B', 'B', 'I', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",,,9,0.24324324324324326,354,0.8939393939393939,9,0.6923076923076923,1,1,ablation-analysis
357,DL regularizer improves performance of our model by around 3 % in accuracy on both datasets .,Ablation Study,Our Emotion,sentiment_analysis,1,"['B', 'I', 'B', 'B', 'B', 'B', 'I', 'B', 'B', 'I', 'I', 'B', 'B', 'B', 'B', 'I', 'O']",,,11,0.2972972972972973,356,0.898989898989899,11,0.8461538461538461,1,1,ablation-analysis
2,DialogueRNN : An Attentive RNN for Emotion Detection in Conversations,title,title,sentiment_analysis,10,"['O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I']","['O', 'O', 'O', 'O', 'O', 'O', 'B-n', 'I-n', 'I-n', 'I-n']","['O', 'O', 'O', 'O', 'O', 'O', 'B-ob', 'I-ob', 'I-ob', 'I-ob']",1,0.0,1,0.0038910505836575876,1,0.0,1,1,research-problem
18,Our proposed DialogueRNN system employs three gated recurrent units ( GRU ) to model these aspects .,Introduction,Introduction,sentiment_analysis,10,"['O', 'O', 'B', 'I', 'B', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'B-n', 'I-n', 'B-p', 'B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'B-b', 'I-b', 'B-p', 'B-ob', 'I-ob', 'I-ob', 'I-ob', 'I-ob', 'I-ob', 'I-ob', 'O', 'O', 'O', 'O', 'O']",10,0.4,17,0.06614785992217899,10,0.4,1,1,model
19,"The incoming utterance is fed into two GRUs called global GRU and party GRU to update the context and party Copyright 2019 , Association for the Advancement of Artificial Intelligence ( www.aaai.org ) .",Introduction,Introduction,sentiment_analysis,10,"['O', 'B', 'I', 'O', 'B', 'I', 'B', 'I', 'B', 'B', 'I', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'B-n', 'I-n', 'O', 'B-p', 'I-p', 'B-n', 'I-n', 'B-p', 'B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'B-b', 'I-b', 'O', 'B-p', 'I-p', 'B-b', 'I-b', 'B-p', 'B-ob', 'I-ob', 'I-ob', 'I-ob', 'I-ob', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",11,0.44,18,0.07003891050583658,11,0.44,1,1,model
22,The global GRU encodes corresponding party information while encoding an utterance .,Introduction,Introduction,sentiment_analysis,10,"['O', 'B', 'I', 'B', 'B', 'I', 'I', 'B', 'I', 'O', 'B', 'O']","['O', 'B-n', 'I-n', 'B-p', 'B-n', 'I-n', 'I-n', 'B-p', 'I-p', 'O', 'B-n', 'O']","['O', 'B-b', 'I-b', 'B-p', 'B-b', 'I-b', 'I-b', 'B-p', 'I-p', 'O', 'B-ob', 'O']",14,0.56,21,0.08171206225680934,14,0.56,1,1,model
23,Attending over this GRU gives contextual representation that has information of all preceding utterances by different parties in the conversation .,Introduction,Introduction,sentiment_analysis,10,"['B', 'I', 'O', 'O', 'B', 'I', 'I', 'O', 'B', 'I', 'I', 'B', 'I', 'I', 'B', 'B', 'I', 'B', 'O', 'B', 'O']","['B-p', 'I-p', 'O', 'O', 'B-n', 'I-n', 'I-n', 'O', 'B-p', 'I-p', 'I-p', 'B-n', 'I-n', 'I-n', 'B-p', 'B-n', 'I-n', 'B-p', 'O', 'B-n', 'O']","['B-p', 'I-p', 'O', 'O', 'B-b', 'I-b', 'I-b', 'O', 'B-p', 'I-p', 'I-p', 'B-b', 'I-b', 'I-b', 'B-p', 'B-b', 'I-b', 'B-p', 'O', 'B-ob', 'O']",15,0.6,22,0.08560311284046693,15,0.6,1,1,model
24,The speaker state depends on this context through attention and the speaker 's previous state .,Introduction,Introduction,sentiment_analysis,10,"['O', 'B', 'I', 'B', 'I', 'O', 'B', 'B', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'O']","['O', 'B-n', 'I-n', 'B-p', 'I-p', 'O', 'B-n', 'B-p', 'B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'O']","['O', 'B-b', 'I-b', 'B-p', 'I-p', 'O', 'B-b', 'B-p', 'B-ob', 'I-ob', 'I-ob', 'I-ob', 'I-ob', 'I-ob', 'I-ob', 'O']",16,0.64,23,0.08949416342412451,16,0.64,1,1,model
25,"This ensures that at time t , the speaker state directly gets information from the speaker 's previous state and global GRU which has information on the preceding parties .",Introduction,Introduction,sentiment_analysis,10,"['O', 'O', 'O', 'B', 'I', 'I', 'O', 'O', 'B', 'I', 'B', 'I', 'I', 'I', 'O', 'B', 'I', 'I', 'I', 'O', 'B', 'I', 'B', 'I', 'I', 'I', 'O', 'B', 'I', 'O']","['O', 'O', 'O', 'B-p', 'I-p', 'I-p', 'O', 'O', 'B-n', 'I-n', 'B-p', 'I-p', 'I-p', 'I-p', 'O', 'B-n', 'I-n', 'I-n', 'I-n', 'O', 'B-n', 'I-n', 'B-p', 'I-p', 'I-p', 'I-p', 'O', 'B-n', 'I-n', 'O']","['O', 'O', 'O', 'B-p', 'I-p', 'I-p', 'O', 'O', 'B-b', 'I-b', 'B-p', 'I-p', 'I-p', 'I-p', 'O', 'B-ob', 'I-ob', 'I-ob', 'I-ob', 'O', 'B-b', 'I-b', 'B-p', 'I-p', 'I-p', 'I-p', 'O', 'B-ob', 'I-ob', 'O']",17,0.68,24,0.0933852140077821,17,0.68,1,1,model
26,"Finally , the updated speaker state is fed into the emotion GRU to decode the emotion representation of the given utterance , which is used for emotion classification .",Introduction,Introduction,sentiment_analysis,10,"['O', 'O', 'O', 'B', 'I', 'I', 'O', 'B', 'I', 'O', 'B', 'I', 'B', 'I', 'O', 'B', 'I', 'B', 'O', 'B', 'I', 'O', 'O', 'O', 'B', 'I', 'B', 'I', 'O']","['O', 'O', 'O', 'B-n', 'I-n', 'I-n', 'O', 'B-p', 'I-p', 'O', 'B-n', 'I-n', 'B-p', 'I-p', 'O', 'B-n', 'I-n', 'B-p', 'O', 'B-n', 'I-n', 'O', 'O', 'O', 'B-p', 'I-p', 'B-n', 'I-n', 'O']","['O', 'O', 'O', 'B-b', 'I-b', 'I-b', 'O', 'B-p', 'I-p', 'O', 'B-b', 'I-b', 'B-p', 'I-p', 'O', 'B-b', 'I-b', 'B-p', 'O', 'B-b', 'I-b', 'O', 'O', 'O', 'B-p', 'I-p', 'B-ob', 'I-ob', 'O']",18,0.72,25,0.09727626459143969,18,0.72,1,1,model
27,"At time t , the emotion GRU cell gets the emotion representation of t ? 1 and the speaker state of t .",Introduction,Introduction,sentiment_analysis,10,"['B', 'I', 'I', 'O', 'O', 'B', 'I', 'I', 'B', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'O']","['B-p', 'I-p', 'I-p', 'O', 'O', 'B-n', 'I-n', 'I-n', 'B-p', 'O', 'B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'O']","['B-p', 'I-p', 'I-p', 'O', 'O', 'B-b', 'I-b', 'I-b', 'B-p', 'O', 'B-ob', 'I-ob', 'I-ob', 'I-ob', 'I-ob', 'I-ob', 'I-ob', 'I-ob', 'I-ob', 'I-ob', 'I-ob', 'I-ob', 'O']",19,0.76,26,0.10116731517509728,19,0.76,1,1,model
149,c - LSTM : Biredectional LSTM is used to capture the context from the surrounding utterances to generate contextaware utterance representation .,Experimental Setting,Baselines and State of the Art,sentiment_analysis,10,"['B', 'I', 'I', 'O', 'B', 'I', 'B', 'B', 'I', 'I', 'O', 'B', 'B', 'O', 'B', 'I', 'B', 'I', 'B', 'I', 'I', 'O']","['B-n', 'I-n', 'I-n', 'O', 'B-n', 'I-n', 'B-p', 'B-p', 'I-p', 'I-p', 'O', 'B-n', 'B-p', 'O', 'B-n', 'I-n', 'B-p', 'I-p', 'B-n', 'I-n', 'I-n', 'O']","['B-b', 'I-b', 'I-b', 'O', 'B-b', 'I-b', 'B-p', 'B-p', 'I-p', 'I-p', 'O', 'B-b', 'B-p', 'O', 'B-b', 'I-b', 'B-p', 'I-p', 'B-ob', 'I-ob', 'I-ob', 'O']",8,0.3076923076923077,148,0.5758754863813229,2,0.11764705882352941,1,1,baselines
151,c- LSTM+ Att :,Experimental Setting,Baselines and State of the Art,sentiment_analysis,10,"['B', 'I', 'I', 'O']","['B-n', 'I-n', 'I-n', 'O']","['B-b', 'I-b', 'I-b', 'O']",10,0.38461538461538464,150,0.5836575875486382,4,0.23529411764705882,1,1,baselines
152,In this variant attention is applied applied to the c - LSTM output at each timestamp by following Eqs. and .,Experimental Setting,Baselines and State of the Art,sentiment_analysis,10,"['O', 'O', 'B', 'I', 'O', 'O', 'B', 'I', 'O', 'B', 'I', 'I', 'I', 'B', 'B', 'I', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'B-n', 'I-n', 'O', 'O', 'B-p', 'I-p', 'O', 'B-n', 'I-n', 'I-n', 'I-n', 'B-p', 'B-n', 'I-n', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'B-b', 'I-b', 'O', 'O', 'B-p', 'I-p', 'O', 'B-ob', 'I-ob', 'I-ob', 'I-ob', 'B-p', 'B-ob', 'I-ob', 'O', 'O', 'O', 'O', 'O']",11,0.4230769230769231,151,0.5875486381322957,5,0.29411764705882354,1,1,baselines
154,TFN :,Experimental Setting,Baselines and State of the Art,sentiment_analysis,10,"['B', 'O']","['B-n', 'O']","['B-b', 'O']",13,0.5,153,0.5953307392996109,7,0.4117647058823529,1,1,baselines
155,This is specific to multimodal scenario .,Experimental Setting,Baselines and State of the Art,sentiment_analysis,10,"['O', 'O', 'B', 'I', 'B', 'I', 'O']","['O', 'O', 'B-p', 'I-p', 'B-n', 'I-n', 'O']","['O', 'O', 'B-p', 'I-p', 'B-ob', 'I-ob', 'O']",14,0.5384615384615384,154,0.5992217898832685,8,0.47058823529411764,1,1,baselines
156,Tensor outer product is used to capture intermodality and intra-modality interactions .,Experimental Setting,Baselines and State of the Art,sentiment_analysis,10,"['B', 'I', 'I', 'O', 'B', 'I', 'I', 'B', 'I', 'I', 'I', 'O']","['B-n', 'I-n', 'I-n', 'O', 'B-p', 'I-p', 'I-p', 'B-n', 'I-n', 'I-n', 'I-n', 'O']","['B-b', 'I-b', 'I-b', 'O', 'B-p', 'I-p', 'I-p', 'B-ob', 'I-ob', 'I-ob', 'I-ob', 'O']",15,0.5769230769230769,155,0.603112840466926,9,0.5294117647058824,1,1,baselines
158,"MFN ) : Specific to multimodal scenario , this model utilizes multi-view learning by modeling view - specific and cross - view interactions .",Experimental Setting,Baselines and State of the Art,sentiment_analysis,10,"['B', 'O', 'O', 'B', 'I', 'B', 'I', 'O', 'O', 'O', 'B', 'B', 'I', 'B', 'I', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'O']","['B-n', 'O', 'O', 'B-p', 'I-p', 'B-n', 'I-n', 'O', 'O', 'O', 'B-p', 'B-n', 'I-n', 'B-p', 'I-p', 'B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'O']","['B-b', 'O', 'O', 'B-p', 'I-p', 'B-ob', 'I-ob', 'O', 'O', 'O', 'B-p', 'B-b', 'I-b', 'B-p', 'I-p', 'B-ob', 'I-ob', 'I-ob', 'I-ob', 'I-ob', 'I-ob', 'I-ob', 'I-ob', 'O']",17,0.6538461538461539,157,0.6108949416342413,11,0.6470588235294118,1,1,baselines
160,CNN : This is identical to our textual feature extractor network ( Section 3.2 ) and it does not use contextual information from the surrounding utterances .,Experimental Setting,Baselines and State of the Art,sentiment_analysis,10,"['B', 'O', 'O', 'O', 'B', 'I', 'B', 'I', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'B', 'I', 'O', 'O', 'O', 'O', 'O']","['B-n', 'O', 'O', 'O', 'B-p', 'I-p', 'B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'O', 'O', 'O', 'O', 'O', 'O', 'B-p', 'I-p', 'I-p', 'B-n', 'I-n', 'O', 'O', 'O', 'O', 'O']","['B-b', 'O', 'O', 'O', 'B-p', 'I-p', 'B-ob', 'I-ob', 'I-ob', 'I-ob', 'I-ob', 'O', 'O', 'O', 'O', 'O', 'O', 'B-p', 'I-p', 'I-p', 'B-ob', 'I-ob', 'O', 'O', 'O', 'O', 'O']",19,0.7307692307692307,159,0.6186770428015564,13,0.7647058823529411,1,1,baselines
161,"Memnet : As described in , the current utterance is fed to a memory network , where the memories correspond to preceding utterances .",Experimental Setting,Baselines and State of the Art,sentiment_analysis,10,"['B', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'B', 'I', 'O', 'B', 'I', 'O', 'B', 'O', 'B', 'B', 'I', 'B', 'I', 'O']","['B-n', 'O', 'O', 'O', 'O', 'O', 'O', 'B-n', 'I-n', 'O', 'B-p', 'I-p', 'O', 'B-n', 'I-n', 'O', 'B-p', 'O', 'B-n', 'B-p', 'I-p', 'B-n', 'I-n', 'O']","['B-b', 'O', 'O', 'O', 'O', 'O', 'O', 'B-b', 'I-b', 'O', 'B-p', 'I-p', 'O', 'B-b', 'I-b', 'O', 'B-p', 'O', 'B-b', 'B-p', 'I-p', 'B-ob', 'I-ob', 'O']",20,0.7692307692307693,160,0.622568093385214,14,0.8235294117647058,1,1,baselines
162,The output from the memory network is used as the final utterance representation for emotion classification .,Experimental Setting,Baselines and State of the Art,sentiment_analysis,10,"['O', 'B', 'B', 'O', 'B', 'I', 'O', 'B', 'I', 'O', 'B', 'I', 'I', 'B', 'B', 'I', 'O']","['O', 'B-n', 'B-p', 'O', 'B-n', 'I-n', 'O', 'B-p', 'I-p', 'O', 'B-n', 'I-n', 'I-n', 'B-p', 'B-n', 'I-n', 'O']","['O', 'B-b', 'B-p', 'O', 'B-b', 'I-b', 'O', 'B-p', 'I-p', 'O', 'B-b', 'I-b', 'I-b', 'B-p', 'B-ob', 'I-ob', 'O']",21,0.8076923076923077,161,0.6264591439688716,15,0.8823529411764706,1,1,baselines
163,CMN : This state - of - the - art method models utterance context from dialogue history using two distinct GRUs for two speakers .,Experimental Setting,Baselines and State of the Art,sentiment_analysis,10,"['B', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'B', 'B', 'I', 'B', 'B', 'I', 'B', 'B', 'I', 'I', 'B', 'B', 'I', 'O']","['B-n', 'O', 'O', 'B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'B-p', 'B-n', 'I-n', 'B-p', 'B-n', 'I-n', 'B-p', 'B-n', 'I-n', 'I-n', 'B-p', 'B-n', 'I-n', 'O']","['B-b', 'O', 'O', 'B-b', 'I-b', 'I-b', 'I-b', 'I-b', 'I-b', 'I-b', 'I-b', 'B-p', 'B-b', 'I-b', 'B-p', 'B-b', 'I-b', 'B-p', 'B-b', 'I-b', 'I-b', 'B-p', 'B-ob', 'I-ob', 'O']",22,0.8461538461538461,162,0.6303501945525292,16,0.9411764705882353,1,1,baselines
170,"As expected , on average Di - alogue RNN outperforms all the baseline methods , including the state - of - the - art CMN , on both of the datasets .",Results and Discussion,Results and Discussion,sentiment_analysis,10,"['O', 'O', 'O', 'B', 'I', 'B', 'I', 'I', 'I', 'B', 'B', 'I', 'I', 'I', 'O', 'B', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'B-p', 'I-p', 'B-n', 'I-n', 'I-n', 'I-n', 'B-p', 'B-n', 'I-n', 'I-n', 'I-n', 'O', 'B-p', 'O', 'B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'B-p', 'I-p', 'B-b', 'I-b', 'I-b', 'I-b', 'B-p', 'B-b', 'I-b', 'I-b', 'I-b', 'O', 'B-p', 'O', 'B-ob', 'I-ob', 'I-ob', 'I-ob', 'I-ob', 'I-ob', 'I-ob', 'I-ob', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",2,0.02666666666666667,169,0.6575875486381323,2,1.0,1,1,results
174,"As evidenced by , for IEMOCAP dataset , our model surpasses the state - of - the - art method CMN by 2.77 % accuracy and 3.76 % f 1 - score on average .",Results and Discussion,IEMOCAP,sentiment_analysis,10,"['O', 'O', 'B', 'O', 'B', 'B', 'I', 'O', 'B', 'I', 'B', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'O', 'B', 'I', 'I', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'O', 'O', 'O']","['O', 'O', 'B-p', 'O', 'B-p', 'B-n', 'I-n', 'O', 'B-n', 'I-n', 'B-p', 'O', 'B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'O', 'B-n', 'I-n', 'I-n', 'O', 'B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'O', 'O', 'O']","['O', 'O', 'B-p', 'O', 'B-p', 'B-b', 'I-b', 'O', 'B-b', 'I-b', 'B-p', 'O', 'B-b', 'I-b', 'I-b', 'I-b', 'I-b', 'I-b', 'I-b', 'I-b', 'I-b', 'O', 'B-ob', 'I-ob', 'I-ob', 'O', 'B-ob', 'I-ob', 'I-ob', 'I-ob', 'I-ob', 'I-ob', 'O', 'O', 'O']",6,0.08,173,0.6731517509727627,3,0.23076923076923078,1,1,results
182,"AVEC DialogueRNN outperforms CMN for valence , arousal , expectancy , and power attributes ; see .",Results and Discussion,IEMOCAP,sentiment_analysis,10,"['B', 'B', 'B', 'B', 'B', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'O', 'O', 'O']","['B-n', 'B-n', 'B-p', 'B-n', 'B-p', 'B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'O', 'O', 'O']","['B-b', 'B-b', 'B-p', 'B-b', 'B-p', 'B-ob', 'I-ob', 'I-ob', 'I-ob', 'I-ob', 'I-ob', 'I-ob', 'I-ob', 'I-ob', 'O', 'O', 'O']",14,0.18666666666666668,181,0.7042801556420234,11,0.8461538461538461,1,1,results
185,DialogueRNN vs. DialogueRNN Variants,Results and Discussion,IEMOCAP,sentiment_analysis,10,"['B', 'I', 'I', 'I']","['B-n', 'I-n', 'I-n', 'I-n']","['B-b', 'I-b', 'I-b', 'I-b']",17,0.22666666666666666,184,0.7159533073929961,0,0.0,1,1,results
187,DialogueRNN l :,Results and Discussion,IEMOCAP,sentiment_analysis,10,"['B', 'I', 'O']","['B-n', 'I-n', 'O']","['B-b', 'I-b', 'O']",19,0.25333333333333335,186,0.7237354085603113,2,0.125,1,1,results
188,"Following , using explicit listener state update yields slightly worse performance than regular DialogueRNN .",Results and Discussion,IEMOCAP,sentiment_analysis,10,"['O', 'O', 'B', 'B', 'I', 'I', 'I', 'B', 'B', 'I', 'I', 'B', 'B', 'I', 'O']","['O', 'O', 'B-p', 'B-n', 'I-n', 'I-n', 'I-n', 'B-p', 'B-n', 'I-n', 'I-n', 'B-p', 'B-n', 'I-n', 'O']","['O', 'O', 'B-p', 'B-b', 'I-b', 'I-b', 'I-b', 'B-p', 'B-b', 'I-b', 'I-b', 'B-p', 'B-ob', 'I-ob', 'O']",20,0.26666666666666666,187,0.7276264591439688,3,0.1875,1,1,results
193,"BiDialogueRNN : Since BiDialogueRNN captures context from the future utterances , we expect improved performance from it over DialogueRNN .",Results and Discussion,IEMOCAP,sentiment_analysis,10,"['B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['B-n', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['B-b', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",25,0.3333333333333333,192,0.7470817120622568,8,0.5,1,1,results
194,"This is confirmed in , where BiDialogueRNN outperforms Dialogue RNN on average on both datasets .",Results and Discussion,IEMOCAP,sentiment_analysis,10,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'B', 'I', 'B', 'O', 'O', 'B', 'I', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-p', 'B-n', 'I-n', 'B-p', 'O', 'O', 'B-n', 'I-n', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-p', 'B-b', 'I-b', 'B-p', 'O', 'O', 'B-ob', 'I-ob', 'O']",26,0.3466666666666667,193,0.7509727626459144,9,0.5625,1,1,results
2,Conversational Memory Network for Emotion Recognition in Dyadic Dialogue Videos,title,title,sentiment_analysis,11,"['O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'I']","['O', 'O', 'O', 'O', 'B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n']","['O', 'O', 'O', 'O', 'B-ob', 'I-ob', 'I-ob', 'I-ob', 'I-ob', 'I-ob']",1,0.0,1,0.0029069767441860465,1,0.0,1,1,research-problem
4,Emotion recognition in conversations is crucial for the development of empathetic machines .,abstract,abstract,sentiment_analysis,11,"['B', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['B-n', 'I-n', 'I-n', 'I-n', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['B-ob', 'I-ob', 'I-ob', 'I-ob', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",1,0.14285714285714285,3,0.00872093023255814,1,0.14285714285714285,1,1,research-problem
16,"Emotion detection from such resources can benefit numerous fields like counseling , public opinion mining , financial forecasting , and intelligent systems such as smart homes and chatbots .",Introduction,Introduction,sentiment_analysis,11,"['B', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['B-n', 'I-n', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['B-ob', 'I-ob', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",5,0.10869565217391304,15,0.0436046511627907,5,0.10869565217391304,1,1,research-problem
17,"In this paper , we analyze emotion detection in videos of dyadic conversations .",Introduction,Introduction,sentiment_analysis,11,"['O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'B-ob', 'I-ob', 'I-ob', 'I-ob', 'I-ob', 'I-ob', 'I-ob', 'O']",6,0.13043478260869565,16,0.046511627906976744,6,0.13043478260869565,1,1,research-problem
